finance_id,model_id,year,country,units_sold,total_revenue,profit,min_price,max_price,revenue_per_unit,average_profit_margin_pct,tax_rate_pct,import_duty_usd,local_manufacturing_cost_usd,marketing_expense_usd,r_and_d_expense_usd,warranty_cost_usd,dealer_commission_pct,currency,exchange_rate_to_usd,net_profit_usd,gross_margin_usd,operating_expense_usd,net_revenue_usd,tax_paid_usd,interest_expense_usd,cash_flow_usd,capital_expenditure_usd,depreciation_usd,amortization_usd,ebitda_usd,ebit_usd,net_income_usd,dividend_usd,shares_outstanding
1914,28,2018,UK,6492,229442727.18262836,60641712.79436868,14731.83,33612.42,35342.37941814978,26.43,11.55,582.24,22626.55,12301.58,19732.61,4355.21,9.91,AUD,0.8116,34141077.804775104,229419518.39262834,85249.99,229357477.19262835,26500634.989593577,4985.8,110726.61,57173.9,5378.1,2870.62,229365725.91262835,229360740.11262834,202860105.12303478,3496.43,3183423
1915,28,2019,UK,313,20617217.388894416,6148054.225368315,12110.45,68778.65,65869.70411787354,29.82,16.06,1099.32,20555.16,7916.49,8761.1,6753.13,10.19,USD,1.483,2836929.1127118724,20595562.908894416,92212.51,20525004.878894415,3311125.112656443,4655.32,64547.06,40377.24,3717.45,4122.01,20532844.338894416,20528189.018894415,17217063.90623797,3862.56,2175476
1916,28,2020,UK,6244,197612186.55667222,43672293.22902456,12909.72,32170.93,31648.332248025657,22.1,10.8,313.11,24006.78,7054.79,5356.46,2757.65,10.65,INR,1.4333,22330177.08090396,197587866.6666722,69659.05,197542527.5066722,21342116.1481206,1052.36,80673.48,57923.65,8425.29,3733.19,197554685.9866722,197553633.62667218,176211517.47855157,4245.14,4428749
1917,28,2021,UK,1839,11043257.807456654,2416264.8082715156,4814.2,27773.3,6005.034153048751,21.88,12.16,155.88,4875.5,13292.17,14716.53,2356.94,5.52,AUD,0.8941,1073404.6588847865,11038226.427456653,79459.54,10963798.267456654,1342860.149386729,9411.93,20645.44,34523.5,9989.65,2492.37,10976280.287456654,10966868.357456654,9624008.208069924,2245.41,4695259
1918,28,2022,UK,170,2686473.304038307,529503.8882259504,18686.8,22864.68,15802.784141401808,19.71,17.79,781.44,9296.59,6205.35,6099.8,2187.14,3.55,GBP,0.9459,51580.28743753559,2676395.2740383074,33888.32,2652584.9840383073,477923.6007884148,8875.67,71872.54,45405.29,3967.89,2653.72,2659206.5940383077,2650330.9240383077,2172407.323249893,4223.52,1600902
1919,28,2023,UK,5623,252722985.4240575,73542388.75840074,19823.95,60175.14,44944.51101263694,29.1,5.48,488.77,17849.01,4920.97,3011.58,2011.38,3.45,GBP,1.362,59693169.15716238,252704647.6440575,59876.42,252663109.00405753,13849219.601238353,8654.49,99043.64,26553.45,9979.75,3002.91,252676091.66405752,252667437.1740575,238818217.57281917,1135.29,4421798
1920,28,2024,UK,4925,83745783.70344989,22678358.22689423,5867.91,25301.09,17004.22004130962,27.08,13.14,309.95,7924.78,1370.69,14413.48,7785.78,4.21,AUD,1.3885,11674162.248260913,83737548.97344989,22637.75,83723145.95344989,11004195.978633316,9401.2,86938.38,15917.66,7743.94,7034.11,83737924.00344989,83728522.80344988,72724326.82481657,1702.48,3352581
1921,28,2015,Germany,1444,69027920.32842311,5660289.466930695,4560.49,35015.79,47803.26892550077,8.2,15.34,684.77,10839.43,2986.54,16969.16,3543.38,7.93,JPY,1.0973,-4928593.5114494115,69016396.12842311,82432.66,68945487.66842312,10588882.978380106,3505.1,83318.27,54753.3,3084.14,4313.51,68952885.31842312,68949380.21842313,58360497.24004302,1793.64,1682966
1922,28,2016,Germany,6417,248352104.80830672,71525406.18479234,19198.23,72873.69,38702.21362136617,28.8,9.11,918.57,19943.45,11377.49,15468.2,563.02,7.41,AUD,1.1016,48900529.4367556,248331242.78830674,43502.37,248308602.43830672,22624876.748036742,7051.41,75668.94,56887.92,3090.04,7099.93,248318792.40830672,248311740.99830672,225686864.25026998,1654.28,1900330
1923,28,2017,Germany,3597,97631974.3491271,21859799.056769557,10011.38,31788.45,27142.61171785574,22.39,17.61,1228.14,10189.74,2064.67,4851.37,3504.32,8.69,JPY,1.1449,4666808.3738882765,97620556.4691271,72806.82,97559167.5291271,17192990.68288128,2276.92,105436.75,53967.07,5454.76,4053.19,97568675.47912711,97566398.5591271,80373407.87624583,3394.37,2802945
1924,28,2018,Germany,3702,64153593.802962795,13921329.855242927,7859.37,34035.18,17329.441870060182,21.7,19.11,1294.01,9810.01,13819.03,2468.59,7416.32,6.41,EUR,1.0656,1661578.0794967357,64142489.7829628,99353.33,64054240.4729628,12259751.77574619,8171.1,86633.72,22046.96,9386.96,4316.46,64067943.8929628,64059772.7929628,51800021.01721661,3535.71,1427398
1925,28,2019,Germany,561,5630896.762836826,1473605.6828343975,6909.68,32487.87,10037.249131616445,26.17,9.14,508.28,22411.26,6985.8,5479.85,6716.4,4.74,EUR,1.3156,958941.7187111116,5607977.222836826,44616.55,5586280.212836826,514663.96412328596,3022.98,46622.35,8748.89,11148.01,2453.75,5599881.972836826,5596858.992836826,5082195.028713539,4192.22,1313803
1926,28,2020,Germany,793,30514567.57400087,1626426.4516942461,18879.0,48003.84,38479.90866834914,5.33,6.05,829.81,8777.51,8299.61,6549.64,7691.32,6.78,EUR,0.6881,-219704.88653280633,30504960.25400087,42161.28,30472406.294000868,1846131.3382270525,4291.36,19113.02,46469.93,8640.17,5450.26,30486496.72400087,30482205.36400087,28636074.02577382,1590.4,1954613
1927,28,2021,Germany,4381,236991827.8149294,13650729.282139933,17782.9,55236.41,54095.372703704496,5.76,13.19,325.65,16382.32,9173.37,15544.67,4497.52,11.14,USD,0.7123,-17608492.806649253,236975119.8449294,58467.38,236933360.4349294,31259222.088789187,3903.8,109622.59,35185.17,9663.96,4720.92,236947745.3149294,236943841.51492938,205684619.4261402,4402.37,1771254
1928,28,2022,Germany,3683,64719452.56728285,8407056.888490044,12060.19,46259.79,17572.482369612502,12.99,14.3,486.89,21076.87,12974.41,10427.06,751.86,4.38,JPY,0.9114,-847824.8286314029,64697888.80728285,89958.89,64629493.67728285,9254881.717121447,11480.83,91959.37,38701.31,5895.67,7712.7,64643102.04728285,64631621.217282854,55376739.50016141,3281.84,1469186
1929,28,2023,Germany,491,17579545.636973985,1170797.7394224673,16108.7,54048.54,35803.55526878612,6.66,18.47,278.22,22691.41,6082.41,5501.31,6715.23,10.9,AUD,1.3117,-2076144.3397266276,17556576.006973986,83512.72,17496032.916973986,3246942.079149095,10190.98,29747.0,16708.29,3075.8,1533.34,17500642.056973986,17490451.076973986,14243508.99782489,1082.35,4601160
1930,28,2024,Germany,1408,70770431.3624401,6836423.669611713,10804.1,35047.05,50263.09045627848,9.66,14.4,1442.7,6516.45,9907.89,7144.63,5567.58,5.81,USD,0.7825,-3354518.446579661,70762472.21244009,69014.55,70701416.8124401,10190942.116191374,13059.52,91730.58,55507.0,8466.25,6593.34,70716476.4024401,70703416.8824401,60512474.76624873,3552.86,1473582
1931,28,2015,France,2463,135888089.85199773,16252215.54629893,18827.56,37174.72,55171.77825903278,11.96,14.59,155.38,7214.35,7709.04,8061.09,4857.01,3.23,INR,0.9265,-3573856.76310754,135880720.12199774,39311.12,135848778.73199773,19826072.30940647,7622.19,73289.09,53386.64,11415.86,821.42,135861016.01199773,135853393.82199773,116027321.51259126,2845.42,3676643
1932,28,2016,France,4916,342470344.4495241,29657931.82932879,13391.18,27980.84,69664.4313363556,8.66,12.94,1412.24,7698.23,11837.79,19238.93,7032.74,9.94,JPY,0.7639,-14657730.742439628,342461233.9795241,57030.12,342413314.3295241,44315662.57176842,14577.92,67950.67,37495.13,10671.2,3102.46,342427087.98952407,342412510.06952405,298096847.49775565,2138.93,1129239
1933,28,2017,France,1363,69963048.03629436,6142755.617586643,16531.74,30489.42,51330.189314962845,8.78,5.35,1375.99,22970.57,14872.08,14741.98,1577.77,3.04,AUD,1.3791,2399732.5476448955,69938701.47629437,49475.32,69913572.71629436,3743023.069941748,10940.21,70363.12,26537.86,2164.32,3502.3,69919239.33629435,69908299.12629436,66165276.056352615,4171.81,4171216
1934,28,2018,France,1145,42793927.95482421,3847174.1231386964,14380.39,72508.93,37374.60956753206,8.99,18.13,627.78,11922.33,2103.6,12718.98,1804.42,4.59,EUR,0.9309,-3911365.0150709325,42781377.84482421,12663.97,42781263.98482421,7758539.138209629,9766.68,30586.55,8027.85,5092.35,3961.82,42790318.15482421,42780551.47482421,35022012.33661459,4167.24,3738062
1935,28,2019,France,3104,94831910.2362521,8904716.371184073,6046.16,43493.45,30551.51747301936,9.39,19.28,581.95,6009.83,6469.2,18650.61,1872.33,3.73,JPY,1.4022,-9378875.922365334,94825318.4562521,19391.35,94812518.8862521,18283592.293549407,4299.33,88613.22,9101.95,7617.38,5460.11,94825596.3762521,94821297.0462521,76537704.7527027,4174.73,2757788
1936,28,2020,France,3492,243426491.30453366,13583198.214792978,6648.74,31409.36,69709.76268743805,5.58,14.82,466.85,15849.41,10451.95,12461.82,5757.5,3.68,JPY,1.08,-22492607.796538908,243410175.04453367,53383.27,243373108.03453365,36075806.011331886,8239.93,67997.5,42581.3,3729.54,1846.12,243378683.69453365,243370443.76453364,207294637.75320175,2011.51,2116641
1937,28,2021,France,804,16422159.857639836,2980622.01416163,18064.49,42871.88,20425.571962238602,18.15,12.08,1376.94,11205.6,3306.07,8583.28,6259.43,6.09,USD,0.7251,996825.1033587379,16409577.317639837,15445.18,16406714.677639836,1983796.9108028922,9954.33,31264.92,55886.12,8094.47,2516.79,16417325.937639836,16407371.607639836,14423574.696836945,1420.54,4766597
1938,28,2022,France,2032,34511477.679581426,5753063.329186223,19595.07,68207.47,16983.99492105385,16.67,5.82,428.65,12540.87,3970.56,15341.84,2053.7,9.88,GBP,0.5443,3744495.328234584,34498508.15958143,95986.94,34415490.73958143,2008568.0009516391,13419.14,64708.85,50267.55,11804.47,5463.51,34432758.719581425,34419339.579581425,32410771.578629784,3662.47,1297859
1939,28,2023,France,120,6767302.660558292,364080.88313803606,4260.24,74405.25,56394.18883798576,5.38,9.75,656.81,11365.57,6486.51,11636.18,3612.02,11.51,AUD,1.3606,-295731.12626639736,6755280.280558292,27042.62,6740260.040558292,659812.0094044334,14675.58,69263.96,41655.36,5305.46,4892.1,6750457.600558291,6735782.020558291,6075970.011153858,2766.61,1817913
1940,28,2024,France,2463,157082976.77442813,13430594.514213607,18659.67,41952.53,63777.091666434484,8.55,6.72,779.51,15155.22,5774.8,7007.31,2559.2,7.35,AUD,1.1811,2874618.4749720357,157067042.04442814,13088.54,157069888.23442814,10555976.039241571,8803.79,42257.22,35807.93,11831.75,827.82,157082547.80442813,157073744.01442814,146517767.97518656,1758.78,3194581
1941,28,2015,Australia,708,8752016.533432271,709788.5408613571,10444.24,27161.41,12361.605273209423,8.11,6.33,196.92,7542.87,6139.74,9218.36,5122.93,7.71,GBP,0.7265,155785.8942950943,8744276.743432272,51428.43,8700588.103432272,554002.6465662628,9788.37,86852.2,9705.38,2341.29,3316.85,8706246.24343227,8696457.873432271,8142455.226866009,2210.48,4121500
1942,28,2016,Australia,3858,41210575.535946205,6886287.172056612,12366.59,43415.79,10681.84954275433,16.71,16.53,298.37,16469.8,6257.98,9507.29,6859.5,5.11,USD,0.9493,74179.03596470319,41193807.36594621,82056.14,41128519.395946205,6812108.136091908,7947.03,68429.4,31409.59,9811.74,2038.57,41140369.70594621,41132422.675946206,34320314.539854296,3402.62,4577971
1943,28,2017,Australia,2074,63579769.80369156,3325221.9607330686,9808.74,52653.87,30655.626713448197,5.23,11.46,705.0,24489.8,7837.31,7948.27,2026.94,11.03,USD,0.8159,-3961019.658769985,63554575.00369156,64210.46,63515559.34369156,7286241.619503054,10057.79,104664.31,15494.84,4755.1,2384.64,63522699.08369156,63512641.29369156,56226399.67418851,4732.54,1909955
1944,28,2018,Australia,3797,152618199.14482084,20328744.126090135,12995.21,43969.67,40194.416419494555,13.32,9.29,1132.85,12249.94,2201.76,12462.96,5899.42,10.18,INR,1.3415,6150513.425536282,152604816.35482085,62680.36,152555518.78482082,14178230.700553853,11210.38,14574.39,15928.31,7642.14,6044.35,152569205.2748208,152557994.8948208,138379764.19426695,3918.16,3040322
1945,28,2019,Australia,6919,484070377.8054622,116370518.8244331,6356.47,47905.49,69962.4769194193,24.04,6.56,1395.84,21797.98,14907.2,11995.29,4894.73,5.34,AUD,0.7154,84615502.04039478,484047183.9854622,56014.07,484014363.7354622,31755016.78403832,7413.21,69546.18,46394.36,6165.85,3606.12,484024135.7054622,484016722.49546224,452261705.71142393,3540.52,4563106
1946,28,2020,Australia,5685,41419393.6422478,9335931.326962655,17616.69,23343.59,7285.733270404187,22.54,9.29,811.68,6301.09,8228.31,18209.76,3632.12,5.53,USD,0.5459,5488069.657597834,41412280.8722478,21068.81,41398324.8322478,3847861.6693648207,14805.99,50537.18,39580.92,5676.11,1561.75,41405562.6922478,41390756.7022478,37542895.03288298,1406.27,1365222
1947,28,2021,Australia,1321,87780248.88168108,7399874.980725715,14238.77,38043.25,66449.84775297584,8.43,19.83,1059.39,20987.11,9732.81,15105.24,6305.71,5.82,INR,0.7187,-10006948.372511642,87758202.38168108,48803.01,87731445.87168108,17406823.353237357,10318.94,67859.85,31372.52,11843.29,5818.15,87749107.31168109,87738788.3716811,70331965.01844373,3423.14,1410404
1948,28,2022,Australia,4279,73818186.02990295,7492545.882035149,16649.14,32084.95,17251.270397266406,10.15,11.21,168.17,8751.67,3847.96,13115.04,6585.0,5.63,EUR,1.0555,-782472.7719169725,73809266.18990295,50403.37,73767782.65990295,8275018.653952122,7551.9,116776.68,36339.02,7060.53,2600.2,73777443.38990295,73769891.48990294,65494872.83595082,2620.87,4544387
1949,28,2023,Australia,3145,109672332.69066751,8949262.347558469,12242.43,74274.31,34871.965879385534,8.16,9.57,642.91,6064.02,5362.55,12250.94,5139.76,11.81,AUD,0.6957,-1546379.8909384124,109665625.76066752,54979.57,109617353.12066752,10495642.238496881,4245.81,68709.67,15821.73,1861.56,7708.28,109626922.96066752,109622677.15066752,99127034.91217063,3333.28,3514526
1950,28,2024,Australia,2564,177775832.792175,39057350.464440845,12775.92,49521.1,69335.34820287637,21.97,9.07,481.41,24711.15,12948.72,6748.08,6704.44,3.19,INR,0.9223,22933082.43019057,177750640.232175,17393.7,177758439.092175,16124268.034250274,9761.13,63120.3,48989.89,11636.39,1048.55,177771124.032175,177761362.902175,161637094.86792475,3381.9,1380817
1951,28,2015,Japan,4907,249220144.5916222,62404724.205742195,15324.35,63265.9,50788.698714412516,25.04,13.22,302.15,8322.15,10469.91,16437.02,7107.39,7.84,USD,0.5985,29457821.09072974,249211520.2916222,93743.48,249126401.1116222,32946903.115012456,7352.18,95871.65,58706.35,1117.21,7363.01,249134881.3316222,249127529.1516222,216180626.03660974,1321.66,2603365
1952,28,2016,Japan,5978,200215154.16915956,35157781.07210442,5143.57,41993.16,33491.996348136425,17.56,6.93,851.12,9729.64,11659.49,3632.89,755.41,8.77,EUR,1.2471,21282870.888181657,200204573.40915957,26854.43,200188299.73915955,13874910.183922758,4649.66,26587.2,29201.06,2378.86,6606.7,200197285.29915956,200192635.63915956,186317725.4552368,4904.51,4255425
1953,28,2017,Japan,6554,154940330.79415107,17973078.372121524,6780.69,50138.8,23640.57534240938,11.6,14.26,694.22,5035.08,11960.75,2995.31,5550.39,6.01,GBP,1.4423,-4121412.7991244197,154934601.49415106,37104.5,154903226.29415107,22094491.171245944,10399.49,21248.72,49776.81,1953.12,6684.05,154911863.46415108,154901463.97415107,132806972.80290513,3966.79,4209357
1954,28,2018,Japan,2241,150180239.26736844,13005608.720554106,18641.27,46365.02,67014.83233706758,8.66,5.58,1346.98,8624.75,4671.42,19400.77,846.15,10.6,USD,0.737,4625551.369434948,150170267.53736845,73292.88,150106946.38736844,8380057.351119158,5635.44,74972.59,49574.78,1273.38,1536.7,150109756.46736842,150104121.02736843,141724063.67624927,1084.52,3466195
1955,28,2019,Japan,2293,88007516.07048883,18296762.591054626,10669.0,56647.67,38380.94900588261,20.79,17.43,1375.1,7565.11,13165.58,11576.05,2168.88,11.32,EUR,1.4429,2957052.5399684235,87998575.86048883,80688.65,87926827.42048882,15339710.051086202,13536.92,72969.2,46072.13,5130.32,3121.45,87935079.19048882,87921542.27048881,72581832.21940261,4430.32,4500345
1956,28,2020,Japan,2875,186352787.84821242,40550366.63577103,6415.01,34349.5,64818.36099068258,21.76,9.85,110.76,4303.37,10360.39,13080.44,5225.53,3.4,USD,1.2291,22194617.032722104,186348373.71821243,26709.8,186326078.0482124,18355749.603048924,13216.32,97440.2,26670.54,7963.78,5339.13,186339380.9582124,186326164.6382124,167970415.0351635,4591.42,2765510
1957,28,2021,Japan,4885,122667972.30349287,28876040.680242226,8709.2,47974.24,25111.15093213774,23.54,18.49,1240.77,18133.15,5547.37,15747.02,5164.3,8.74,INR,0.6843,6194732.601326395,122648598.38349287,83006.79,122584965.51349287,22681308.07891583,14849.95,58749.67,42903.96,6293.6,5518.98,122596778.09349287,122581928.14349286,99900620.06457703,3126.99,3655673
1958,28,2022,Japan,6837,416485563.46461964,39232940.07836717,17641.36,53798.02,60916.419988974645,9.42,12.76,1249.44,15600.5,4317.92,11885.41,1431.72,8.64,EUR,0.5143,-13910617.819718286,416468713.52461964,73724.77,416411838.69461966,53143557.89808546,1580.88,69889.42,41746.43,2509.73,2155.64,416416504.06461966,416414923.18461967,363271365.2865342,3443.43,2538984
1959,28,2023,Japan,360,10932136.67545528,3099260.747491572,13761.85,50298.02,30367.04632070911,28.35,19.17,521.04,19656.04,11583.0,2125.35,7191.1,11.14,AUD,0.7151,1003570.1468067949,10911959.595455281,94623.83,10837512.84545528,2095690.6006847771,2175.16,34539.07,38374.74,5392.11,2441.72,10845346.67545528,10843171.51545528,8747480.914770503,3200.12,2568152
1960,28,2024,Japan,531,22006378.267826155,6080362.315400367,17958.16,32310.94,41443.27357406056,27.63,5.21,431.65,4429.62,9903.25,19078.72,4202.25,4.77,GBP,1.4219,4933830.007646624,22001516.997826155,38707.74,21967670.527826156,1146532.3077537427,12206.55,93979.24,48037.3,3562.42,2706.22,21973939.167826157,21961732.617826156,20815200.310072415,2465.01,1398039
1961,29,2015,India,6054,285595501.5576039,60946080.03239267,16874.01,43423.36,47174.678156194896,21.34,15.66,393.69,13498.12,12263.7,13378.63,3671.47,10.3,EUR,0.757,16221824.488471895,285581609.7476039,14421.22,285581080.33760387,44724255.54392078,1300.51,77387.49,27709.73,5266.65,5469.27,285591816.2576038,285590515.74760383,240866260.20368305,3771.19,1226543
1962,29,2016,India,2133,131164132.14212176,6925466.17710403,11247.55,28099.18,61492.79519086815,5.28,8.83,629.83,16370.4,2096.93,10575.37,6057.48,5.03,JPY,0.753,-4656326.6910453215,131147131.91212176,11511.16,131152620.98212177,11581792.868149351,11947.09,113076.79,7285.46,8883.77,690.64,131162195.39212176,131150248.30212176,119568455.4339724,4502.97,4592567
1963,29,2017,India,472,22932991.283540256,2903316.6964961966,6964.55,58383.26,48586.84593970393,12.66,9.76,662.92,24798.72,7630.32,15945.17,7898.19,8.58,INR,1.0352,665056.7472226676,22907529.643540256,96417.8,22836573.483540256,2238259.949273529,7267.37,88693.57,37734.66,8845.78,3314.82,22848734.083540257,22841466.713540256,20603206.764266726,3562.48,2618103
1964,29,2018,India,5126,220513161.59367675,57223165.43355911,4190.3,28264.26,43018.56449349917,25.95,5.02,966.75,3599.79,13043.74,17131.43,4421.77,6.07,INR,0.5787,46153404.721556544,220508595.05367675,90988.72,220422172.87367675,11069760.71200257,7808.2,68434.21,34444.8,8240.34,4509.48,220434922.69367674,220427114.49367675,209357353.78167418,1812.25,2064831
1965,29,2019,India,6807,413072669.03458345,96865540.88860981,15523.42,41014.93,60683.512418772356,23.45,11.37,1391.98,21557.88,12914.87,18841.62,1541.78,5.82,JPY,0.596,49899178.41937767,413049719.17458344,65253.85,413007415.1845834,46966362.46923214,12692.15,12355.47,19547.83,7672.73,5942.17,413021030.08458346,413008337.9345835,366041975.46535134,1832.66,3889320
1966,29,2020,India,4301,227585768.27554595,38985442.10560102,5524.03,61914.42,52914.61712986421,17.13,13.01,525.53,23262.42,5793.38,16943.94,7610.25,5.56,AUD,1.0617,9376533.652952489,227561980.32554597,68203.07,227517565.20554596,29608908.45264853,7452.85,85900.01,12888.96,3993.21,7910.61,227529469.02554598,227522016.175546,197913107.72289747,1388.38,3808888
1967,29,2021,India,1660,73787679.88696791,7430419.364617668,17978.54,73567.78,44450.409570462594,10.07,6.31,612.06,10419.38,3563.1,14869.35,791.59,4.24,USD,0.9129,2774416.7637499934,73776648.44696791,49575.71,73738104.17696792,4656002.600867675,3921.9,64334.08,31814.76,10115.45,1880.32,73750099.94696791,73746178.04696791,69090175.44610023,1610.29,2962452
1968,29,2022,India,6843,436651966.4437432,107067062.17200585,10736.96,26829.86,63810.01993917043,24.52,19.2,1338.85,21917.13,7646.37,6574.83,2633.81,3.26,EUR,1.1467,23229884.614807144,436628710.4637432,10864.16,436641102.2837432,83837177.5571987,9634.68,26926.46,47370.37,2859.92,6650.91,436650613.11374325,436640978.43374324,352803800.87654454,4990.4,1636638
1969,29,2023,India,3688,22435102.468009643,6517397.2669568015,11677.69,56349.06,6083.270734275934,29.05,10.9,103.44,13046.84,1386.66,15170.38,6056.08,3.45,GBP,1.0157,4071971.09794375,22421952.188009642,41645.48,22393456.988009643,2445426.1690130513,5256.71,54430.04,15070.76,5361.57,3701.66,22402520.218009643,22397263.508009642,19951837.33899659,1171.83,3955201
1970,29,2024,India,2235,151248004.27201423,12629208.356713187,13422.43,58292.89,67672.48513289227,8.35,9.11,563.42,21845.62,9122.04,9325.29,526.05,6.49,GBP,1.0114,-1149484.8324673083,151225595.23201424,52598.21,151195406.06201422,13778693.189180495,14353.48,39347.21,21667.52,4304.23,5801.31,151205511.6020142,151191158.12201422,137412464.93283373,4893.99,1628614
1971,29,2015,USA,2889,117491895.09828456,33214958.744285043,8786.99,44540.88,40668.707199129305,28.27,8.38,399.86,7927.55,3284.29,7973.52,1365.38,8.05,EUR,0.6869,23369137.935048796,117483567.68828456,72994.7,117418900.39828455,9845820.809236247,2456.01,54143.77,15811.6,7858.74,762.36,117427521.49828455,117425065.48828454,107579244.6790483,1368.69,3540638
1972,29,2016,USA,1997,81282641.42912488,5909248.031897378,6825.16,50657.9,40702.374275976406,7.27,19.98,618.36,18591.35,10396.39,7248.49,4730.7,4.49,EUR,0.8198,-10331023.725641772,81263431.71912488,35169.81,81247471.61912487,16240271.757539151,1662.49,40947.66,48969.5,9924.66,936.55,81258332.82912487,81256670.33912487,65016398.58158572,3348.35,1327580
1973,29,2017,USA,436,13493706.03356095,3543447.2044131057,16715.48,43558.75,30948.86704945172,26.26,12.2,849.96,11788.53,8661.62,12846.06,5691.19,3.62,USD,0.77,1897215.06831867,13481067.54356095,36453.46,13457252.57356095,1646232.1360944358,7203.35,117037.42,14745.83,9068.16,3977.42,13470298.15356095,13463094.80356095,11816862.667466514,4814.51,1960782
1974,29,2018,USA,1823,54433152.48261467,6553751.558906807,4599.47,25556.02,29859.107231275193,12.04,9.39,178.27,4488.98,5471.26,7613.38,1900.43,10.56,JPY,1.0757,1442478.5407892885,54428485.23261467,48205.68,54384946.802614674,5111273.018117518,6877.86,106015.15,44077.84,6126.31,3022.25,54394095.36261468,54387217.50261468,49275944.48449716,3499.0,2994649
1975,29,2019,USA,1256,85293184.2372148,15813356.357579624,6664.57,34407.32,67908.58617612644,18.54,12.47,421.39,12899.01,4064.39,7818.7,3695.12,11.07,AUD,1.1829,5177296.283198938,85279863.8372148,50000.84,85243183.3972148,10636060.074380687,3330.05,44318.95,48388.1,8468.05,6151.1,85257802.54721479,85254472.4972148,74618412.42283411,3692.95,3913642
1976,29,2020,USA,3277,107711376.58364289,19711181.91480665,16520.47,60506.0,32868.89734014125,18.3,19.06,1323.72,14416.64,9031.62,18436.44,5995.93,8.17,JPY,1.322,-818606.462035682,107695636.22364289,90947.49,107620429.09364289,20529788.37684233,1886.25,77267.02,28751.57,1238.73,2682.18,107624350.0036429,107622463.7536429,87092675.37680057,4344.88,4006702
1977,29,2021,USA,6051,413414572.0016523,112655470.87045024,9420.01,48474.88,68321.69426568373,27.25,17.72,1434.94,14558.83,13617.58,9019.42,1030.19,9.68,GBP,0.6344,39398408.711757466,413398578.2316523,94487.27,413320084.7316523,73257062.15869278,2077.29,66511.86,47850.88,8366.33,2470.42,413330921.4816523,413328844.1916523,340071782.0329595,2930.5,2487594
1978,29,2022,USA,6709,466943955.5171238,123926925.79424465,16096.59,44805.94,69599.63564124666,26.54,18.64,720.86,20334.73,2917.55,17394.69,5110.8,7.49,EUR,1.3778,36888572.48585278,466922899.9271238,82332.38,466861623.1371238,87038353.30839187,13434.1,18203.45,29786.03,6928.12,5275.75,466873827.0071238,466860392.9071238,379822039.59873194,2080.58,1662891
1979,29,2023,USA,5529,346442181.77358365,78226644.64447518,16843.8,26617.29,62659.10323269735,22.58,11.41,628.68,7463.19,2796.15,18346.58,6141.84,10.43,GBP,0.6941,38697591.70410928,346434089.90358365,92929.87,346349251.90358365,39529052.940365896,5111.48,70115.71,53564.05,10855.8,3775.45,346363883.15358365,346358771.6735836,306829718.7332177,3047.71,1925814
1980,29,2024,USA,3150,217351780.41720122,56489727.730430596,18177.44,37583.07,69000.56521180991,25.99,12.26,1453.92,5613.88,11603.28,7845.1,2208.26,7.88,INR,0.6335,29842399.451281726,217344712.61720124,85088.17,217266692.24720123,26647328.27914887,3808.95,38256.8,48525.28,10103.71,5264.84,217282060.79720125,217278251.84720126,190630923.56805238,2730.57,4943529
1981,29,2015,UK,4913,245795452.1114365,20769715.70341638,12571.78,55840.26,50029.60555901414,8.45,6.83,962.86,20316.65,10766.51,18842.18,3234.13,7.5,AUD,0.706,3981886.324205268,245774172.60143647,71911.28,245723540.83143649,16787829.379211113,3277.8,29190.82,43136.64,10767.82,2058.31,245736366.96143648,245733089.16143647,228945259.78222537,4003.33,4868166
1982,29,2016,UK,1705,86822355.10250913,23459400.348697968,11740.3,74394.94,50922.20240616371,27.02,16.88,925.47,4557.57,1703.76,2366.24,3687.65,5.47,AUD,1.2902,8803786.807394428,86816872.06250913,28664.45,86793690.65250912,14655613.54130354,3874.37,37336.46,52790.68,4571.09,3435.14,86801696.88250913,86797822.51250912,72142208.97120558,3269.1,3115520
1983,29,2017,UK,2404,105464203.88049498,14111110.47921023,6101.67,26200.12,43870.301115014554,13.38,9.04,1305.79,11358.85,3839.5,2429.36,855.37,8.31,EUR,0.8725,4577146.448413484,105451539.24049498,30544.87,105433659.01049498,9533964.030796746,4342.92,92390.09,7423.43,1582.63,7389.5,105442631.14049497,105438288.22049497,95904324.18969822,1501.03,4288442
1984,29,2018,UK,6721,437097404.27943766,49960233.30913972,10202.24,23778.38,65034.578824496006,11.43,9.44,733.29,7140.85,3196.43,15027.71,1275.02,7.01,EUR,1.0374,8698238.345160805,437089530.1394376,63451.33,437033952.9494377,41261994.96397892,11360.01,67427.84,28727.01,2299.74,2555.61,437038808.2994377,437027448.2894377,395765453.32545877,2533.1,1993796
1985,29,2019,UK,4801,114491803.41376798,22245757.403295115,15194.07,29352.05,23847.490817281396,19.43,12.51,548.22,22314.04,13482.96,7315.21,6056.21,7.42,AUD,1.4725,7922832.796232741,114468941.15376797,86467.19,114405336.22376798,14322924.607062373,9664.22,56672.73,23979.66,3330.83,5164.94,114413831.99376798,114404167.77376798,100081243.16670561,4108.81,4438601
